"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"8832","LOC105676113","gene10277","post-GPI attachment to proteins factor 2-like",3209
"12651","LOC105679932","gene1958","neurogenic locus Notch protein",11325
"7822","LOC105675103","gene9369","uncharacterized LOC105675103",1292
"7892","LOC105675173","gene9368","uncharacterized LOC105675173",6489
"2242","LOC105669524","gene4275","flotillin-2",3555
"7911","LOC105675192","gene9362","uncharacterized LOC105675192",3431
"1958","LOC105669240","gene3957","sphingosine-1-phosphate phosphatase 2-like",1805
"9070","LOC105676351","gene10355","tensin",6006.33333333333
"9053","LOC105676334","gene10357","protein abrupt",3874.75
"9057","LOC105676338","gene10359","nuclear receptor coactivator 5-like",1413
"313","LOC105667595","gene2479","E3 ubiquitin-protein ligase MSL2",3476
"10681","LOC105677962","gene11910","uncharacterized LOC105677962",4355.66666666667
"10682","LOC105677963","gene11912","alpha-1,2-mannosyltransferase ALG9",1845
"10680","LOC105677961","gene11913","pantothenate kinase 4",3809
"10700","LOC105677981","gene11914","uncharacterized LOC105677981",2169
"10701","LOC105677982","gene11915","uncharacterized LOC105677982",2446
"8400","LOC105675681","gene9897","protein neuralized",2222
"2005","LOC105669287","gene3982","uncharacterized LOC105669287",2715
"6041","LOC105673323","gene7677","uncharacterized LOC105673323",4830
"9231","LOC105676512","gene10615","TBC1 domain family member 14-like",7308
"1858","LOC105669140","gene3855","CCAAT/enhancer-binding protein zeta-like",2739
"9230","LOC105676511","gene10616","uncharacterized LOC105676511",3772
"6838","LOC105674120","gene8418","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A",2814
"6839","LOC105674121","gene8419","tyrosine-protein phosphatase non-receptor type 23",6142.33333333333
"3390","LOC105670672","gene568","uncharacterized LOC105670672",3822.5
"6853","LOC105674135","gene8410","cullin-3",3613
"168","LOC105667450","gene2320","RNA polymerase-associated protein CTR9 homolog",3915
"160","LOC105667442","gene2321","nascent polypeptide-associated complex subunit alpha, muscle-specific form-like",7347.75
"161","LOC105667443","gene2325","spatacsin",5939
"5452","LOC105672734","gene7134","chromosome transmission fidelity protein 18 homolog",2809
"4738","LOC105672020","gene6522","uncharacterized protein C1orf43 homolog",1998
"4737","LOC105672019","gene6523","focadhesin",4036
"4792","LOC105672074","gene6529","solute carrier family 15 member 1",2416.5
"10505","LOC105677786","gene11747","serine/arginine repetitive matrix protein 1",2113.5
"299","LOC105667581","gene2476","phosphatidylinositol 4-kinase alpha",6777.5
"1866","LOC105669148","gene3857","vang-like protein 1",6932
"12493","LOC105679774","gene1782","DDB1- and CUL4-associated factor 7",1937
"12494","LOC105679775","gene1781","transmembrane protein 205",2011
"12579","LOC105679860","gene1780","cullin-associated NEDD8-dissociated protein 1",4344.5
"11237","LOC105678518","gene12297","uncharacterized LOC105678518",3558
"11236","LOC105678517","gene12298","tetraspanin-5",1758
"1249","LOC105668531","gene3321","Down syndrome cell adhesion molecule-like protein 1 homolog",2055.4
"1439","LOC105668721","gene3492","RAB6A-GEF complex partner protein 2",1676.5
"1243","LOC105668525","gene3327","myb protein",5842.66666666667
"1546","LOC105668828","gene3499","extended synaptotagmin-1",3122.66666666667
"1408","LOC105668690","gene3498","DNA (cytosine-5)-methyltransferase PliMCI-like",5405
"2481","LOC105669763","gene4449","cyclin-T",5153
"321","LOC105667603","gene2472","LYR motif-containing protein 9-like",480
"12076","LOC105679357","gene1433","serine/threonine-protein kinase mTOR",7836
"12077","LOC105679358","gene1435","ubiquitin conjugation factor E4 B",4851.5
"12078","LOC105679359","gene1437","cyclin-dependent kinase 11B",3026.33333333333
"12103","LOC105679384","gene1439","probable chitinase 3",8224
"977","LOC105668259","gene3146","uncharacterized LOC105668259",6959
"975","LOC105668257","gene3144","replication initiator 1-like",7590.33333333333
"1201","LOC105668483","gene3143","uncharacterized LOC105668483",3513.5
"1121","LOC105668403","gene3141","uncharacterized LOC105668403",6801
"5754","LOC105673036","gene785","uncharacterized LOC105673036",2682
"5747","LOC105673029","gene784","uncharacterized LOC105673029",657
"4169","LOC105671451","gene5790","forkhead box protein N3-like",4512.33333333333
"4213","LOC105671495","gene5791","protein aurora borealis",2377
"4181","LOC105671463","gene5792","dnaJ homolog dnj-5",3623
"3946","LOC105671228","gene5798","uncharacterized LOC105671228",5258
"5919","LOC105673201","gene787","cyclic AMP response element-binding protein A-like",2090
"12414","LOC105679695","gene1808","rhotekin-like",2986.25
"3573","LOC105670855","gene5426","serine/threonine-protein kinase tricorner",3285.8
"3568","LOC105670850","gene5425","transcription initiation factor TFIID subunit 11",1443
"5832","LOC105673114","gene7495","cleavage and polyadenylation specificity factor subunit 6",3339.88888888889
"5831","LOC105673113","gene7494","Hermansky-Pudlak syndrome 5 protein homolog",8581
"5911","LOC105673193","gene7490","transmembrane protein 131",6912
"5835","LOC105673117","gene7493","probable cytochrome P450 301a1, mitochondrial",2405
"12474","LOC105679755","gene1899","katanin p80 WD40 repeat-containing subunit B1-like",3149.5
"12397","LOC105679678","gene1892","sex-lethal homolog",4756
"6971","LOC105674253","gene8517","serine/threonine-protein kinase PAK 1",2530
"7141","LOC105674423","gene8770","transmembrane protein 179",1616.5
"10513","LOC105677794","gene11749","uncharacterized LOC105677794",874
"9902","LOC105677183","gene11212","ER lumen protein-retaining receptor",1170
"9903","LOC105677184","gene11210","glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",478.666666666667
"9929","LOC105677210","gene11215","transcription initiation factor TFIID subunit 1",6241
"8746","LOC105676027","gene10168","probable serine/threonine-protein kinase yakA",11562.1818181818
"8772","LOC105676053","gene10162","vacuolar protein sorting-associated protein 54",4875
"8747","LOC105676028","gene10167","muscleblind-like protein 2",6097
"3610","LOC105670892","gene5468","chromodomain-helicase-DNA-binding protein 1",9326.5
"10894","LOC105678175","gene1238","tyrosine-protein kinase CSK-like",2840
"10588","LOC105677869","gene1232","dynein heavy chain 7, axonemal-like",12019.5
"10690","LOC105677971","gene1231","uncharacterized LOC105677971",3744
"10603","LOC105677884","gene1230","dmX-like protein 1",12024
"10886","LOC105678167","gene1237","ufm1-specific protease 2",2285
"10864","LOC105678145","gene1235","microprocessor complex subunit DGCR8",2516
"11162","LOC105678443","gene1234","RILP-like protein homolog",2590
"8073","LOC105675354","gene975","glucoside xylosyltransferase 1",1411
"7895","LOC105675176","gene970","dual specificity protein phosphatase Mpk3",4721
"7939","LOC105675220","gene979","uncharacterized LOC105675220",8006
"9777","LOC105677058","gene1154","membralin",2832.66666666667
"10112","LOC105677393","gene1153","cytochrome P450 9e2-like",1824
"7952","LOC105675233","gene9427","nesprin-1-like",48147
"7648","LOC105674929","gene9130","adult-specific cuticular protein ACP-22-like",1987.33333333333
"7958","LOC105675239","gene9420","doublesex- and mab-3-related transcription factor 1B",1683
"7656","LOC105674937","gene9133","cell adhesion molecule 2-like",3471
"7961","LOC105675242","gene9428","uncharacterized LOC105675242",678
"3809","LOC105671091","gene605","uncharacterized LOC105671091",1590
"3755","LOC105671037","gene603","atrial natriuretic peptide receptor 1",4448.88888888889
"11718","LOC105678999","gene12845","uncharacterized LOC105678999",2373.33333333333
"11739","LOC105679020","gene12849","probable nuclear hormone receptor HR3",4362.42857142857
"1429","LOC105668711","gene3477","ADP-ribosylation factor 2",1396
"1425","LOC105668707","gene3475","hepatocyte nuclear factor 4-gamma",3437.28571428571
"11571","LOC105678852","gene12598","neurexin-3-like",6518.5
"11474","LOC105678755","gene12595","tetratricopeptide repeat protein 39C-like",3481
"11471","LOC105678752","gene12593","voltage-dependent T-type calcium channel subunit alpha-1G-like",11517
"12861","LOC105680142","gene2147","C2 domain-containing protein 3",5931
"3891","LOC105671173","gene5733","trace amine-associated receptor 4-like",2164
"12869","LOC105680150","gene2159","myb-like protein X",2356
"5607","LOC105672889","gene7309","uncharacterized LOC105672889",10926
"12879","LOC105680160","gene2152","ATP-dependent helicase brm",6638
"12859","LOC105680140","gene2150","uncharacterized LOC105680140",7674
"5614","LOC105672896","gene7301","regulator of G-protein signaling 20",4738
"12870","LOC105680151","gene2156","F-box only protein 21-like",1477
"12871","LOC105680152","gene2155","F-box only protein 21-like",1450
"12872","LOC105680153","gene2154","uncharacterized LOC105680153",1338
"4560","LOC105671842","gene6319","mRNA-capping enzyme",2881.25
"4561","LOC105671843","gene6317","cell division cycle and apoptosis regulator protein 1-like",5251.5
"4556","LOC105671838","gene6316","elongation of very long chain fatty acids protein AAEL008004",6403
"4532","LOC105671814","gene6311","elongation of very long chain fatty acids protein AAEL008004",1478.25
"1793","LOC105669075","gene3790","kinesin-related protein 4-like",7086.5
"1804","LOC105669086","gene3797","xyloside xylosyltransferase 1",1690
"1796","LOC105669078","gene3794","uncharacterized LOC105669078",963
"1806","LOC105669088","gene3799","basic helix-loop-helix transcription factor amos-like",1634
"6477","LOC105673759","gene8050","calponin homology domain-containing protein DDB_G0272472",2906.66666666667
"3856","LOC105671138","gene5651","biorientation of chromosomes in cell division protein 1-like 1",4272
"11157","LOC105678438","gene12338","uncharacterized LOC105678438",10555
"6861","LOC105674143","gene8402","protein regulator of cytokinesis 1-like",2441
"11296","LOC105678577","gene12330","transcription initiation factor TFIID subunit 2",3891
"11258","LOC105678539","gene12334","gametogenetin-binding protein 2-like",2604
"11161","LOC105678442","gene12336","REST corepressor",5116
"7477","LOC105674758","gene8951","collagen alpha-1(XVIII) chain",4736.375
"5434","LOC105672716","gene7124","high-affinity choline transporter 1",3633
"290","LOC105667572","gene2441","bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase",2095
"9686","LOC105676967","gene11025","golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1",6936
"9729","LOC105677010","gene11020","uncharacterized LOC105677010",2385
"9657","LOC105676938","gene11021","inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2",6532
"2681","LOC105669963","gene4658","vitellogenin receptor-like",4290
"2729","LOC105670011","gene4656","vitellogenin receptor-like",5945
"2680","LOC105669962","gene4657","vitellogenin receptor-like",5797
"2730","LOC105670012","gene4654","putative ATP-dependent RNA helicase me31b",6870
"2793","LOC105670075","gene4653","leucine-rich repeat-containing protein 4",3817
"12471","LOC105679752","gene1936","long-chain fatty acid transport protein 4-like",3712
"12466","LOC105679747","gene1931","uncharacterized LOC105679747",4676
"12630","LOC105679911","gene1938","leukocyte tyrosine kinase receptor",3557.33333333333
"12631","LOC105679912","gene1939","uncharacterized LOC105679912",1130
"6663","LOC105673945","gene8242","dnaJ homolog subfamily C member 5-like",2958.5
"10406","LOC105677687","gene11680","transportin-3",4522
"10410","LOC105677691","gene11683","acidic leucine-rich nuclear phosphoprotein 32 family member B",2622
"1900","LOC105669182","gene3949","uncharacterized LOC105669182",7377
"10494","LOC105677775","gene11687","uncharacterized LOC105677775",4023.6
"1901","LOC105669183","gene3946","uncharacterized LOC105669183",3874
"1922","LOC105669204","gene3945","calcium/calmodulin-dependent protein kinase type II alpha chain",2771
"1930","LOC105669212","gene3943","equilibrative nucleoside transporter 1",2453
"2321","LOC105669603","gene4261","dual specificity protein kinase splB-like",3516
"6564","LOC105673846","gene8244","F-box only protein 42",1988
"9316","LOC105676597","gene10371","uncharacterized LOC105676597",1412
"9287","LOC105676568","gene10370","glutamate decarboxylase",2027.33333333333
"2426","LOC105669708","gene4378","fibrinogen silencer-binding protein-like",1313
"10761","LOC105678042","gene11976","nuclear pore complex protein Nup153",5961
"10788","LOC105678069","gene11975","negative elongation factor D",1867
"10792","LOC105678073","gene11971","xenotropic and polytropic retrovirus receptor 1-like",2895
"10767","LOC105678048","gene11978","neuropeptide Y receptor-like",2247.33333333333
"10752","LOC105678033","gene11979","",524.142857142857
"8704","LOC105675985","gene10088","trinucleotide repeat-containing gene 6C protein",8446.5
"8678","LOC105675959","gene10084","mucin-5AC",6886
"6100","LOC105673382","gene7688","eyes absent homolog 1",3049.5
"6144","LOC105673426","gene7689","nuclear transcription factor Y subunit gamma",1631
"6042","LOC105673324","gene7682","glutamate-gated chloride channel",2661.41666666667
"3040","LOC105670322","gene4883","protein SDA1 homolog",2682
"3044","LOC105670326","gene4882","cyclic AMP-dependent transcription factor ATF-6 alpha",2335
"3035","LOC105670317","gene4886","double-strand-break repair protein rad21 homolog",3444
"3041","LOC105670323","gene4884","origin recognition complex subunit 5",1821
"7798","LOC105675079","gene9277","arylsulfatase B-like",2132
"3261","LOC105670543","gene5132","probable kinetochore protein nuf2",1448
"3304","LOC105670586","gene5133","Golgi reassembly-stacking protein 2",1860
"3267","LOC105670549","gene5135","apoptotic chromatin condensation inducer in the nucleus",3722.66666666667
"3270","LOC105670552","gene5136","transmembrane 9 superfamily member 2",3157.5
"3268","LOC105670550","gene5137","mediator of RNA polymerase II transcription subunit 12",7075.5
"3279","LOC105670561","gene5138","RNA-binding protein Musashi homolog Rbp6",3595.11111111111
"6875","LOC105674157","gene8434","probable beta-hexosaminidase fdl",5940.75
"6874","LOC105674156","gene8435","dyslexia-associated protein KIAA0319",3804
"6877","LOC105674159","gene8432","uncharacterized LOC105674159",1757.66666666667
"6867","LOC105674149","gene8431","uncharacterized LOC105674149",1868
"123","LOC105667405","gene2305","ceramide glucosyltransferase",3245
"8171","LOC105675452","gene9616","actin-binding protein IPP",4085
"127","LOC105667409","gene2309","nuclear factor 1 B-type-like",2975.25
"5161","LOC105672443","gene7043","casein kinase I isoform alpha",2291.4
"6122","LOC105673404","gene7759","facilitated trehalose transporter Tret1-like",4535.25
